"AllTRLs_ID","month","avg_pred"
100,"01",84
100,"02",56
100,"03",116
100,"04",228
100,"05",255
100,"06",347
100,"07",584
100,"08",556
100,"09",342
100,"10",141
100,"11",113
100,"12",87
