"AllTRLs_ID","month","avg_pred"
94,"01",103
94,"02",63
94,"03",136
94,"04",273
94,"05",329
94,"06",415
94,"07",651
94,"08",597
94,"09",363
94,"10",148
94,"11",129
94,"12",99
