"AllTRLs_ID","month","avg_pred"
62,"01",94
62,"02",64
62,"03",125
62,"04",252
62,"05",322
62,"06",512
62,"07",808
62,"08",701
62,"09",415
62,"10",165
62,"11",135
62,"12",105
