"AllTRLs_ID","month","avg_pred"
39,"01",84
39,"02",56
39,"03",116
39,"04",230
39,"05",254
39,"06",358
39,"07",594
39,"08",567
39,"09",339
39,"10",142
39,"11",115
39,"12",87
