"AllTRLs_ID","month","avg_pred"
98,"01",84
98,"02",56
98,"03",116
98,"04",229
98,"05",254
98,"06",346
98,"07",584
98,"08",556
98,"09",339
98,"10",142
98,"11",113
98,"12",88
