"AllTRLs_ID","month","avg_pred"
66,"01",84
66,"02",56
66,"03",116
66,"04",234
66,"05",256
66,"06",374
66,"07",652
66,"08",594
66,"09",360
66,"10",143
66,"11",114
66,"12",87
