"AllTRLs_ID","month","avg_pred"
104,"01",84
104,"02",56
104,"03",116
104,"04",229
104,"05",255
104,"06",347
104,"07",584
104,"08",555
104,"09",339
104,"10",141
104,"11",113
104,"12",87
