"AllTRLs_ID","month","avg_pred"
103,"01",84
103,"02",56
103,"03",116
103,"04",229
103,"05",266
103,"06",356
103,"07",595
103,"08",579
103,"09",345
103,"10",142
103,"11",113
103,"12",88
