"AllTRLs_ID","month","avg_pred"
64,"01",89
64,"02",62
64,"03",129
64,"04",249
64,"05",315
64,"06",611
64,"07",1247
64,"08",969
64,"09",566
64,"10",197
64,"11",157
64,"12",94
