"AllTRLs_ID","month","avg_pred"
90,"01",120
90,"02",83
90,"03",183
90,"04",427
90,"05",585
90,"06",802
90,"07",1003
90,"08",939
90,"09",554
90,"10",206
90,"11",190
90,"12",119
