"AllTRLs_ID","month","avg_pred"
99,"01",84
99,"02",56
99,"03",116
99,"04",229
99,"05",255
99,"06",350
99,"07",624
99,"08",619
99,"09",368
99,"10",149
99,"11",116
99,"12",87
