"AllTRLs_ID","month","avg_pred"
91,"01",88
91,"02",61
91,"03",125
91,"04",243
91,"05",270
91,"06",362
91,"07",600
91,"08",571
91,"09",344
91,"10",145
91,"11",117
91,"12",91
