"AllTRLs_ID","month","avg_pred"
96,"01",90
96,"02",60
96,"03",123
96,"04",247
96,"05",291
96,"06",399
96,"07",630
96,"08",606
96,"09",363
96,"10",149
96,"11",123
96,"12",93
